RMSE,MAE,SMAPE,MASE,R2
1.149385275099341,0.9424170661079182,0.012831733902831755,0.379395478624869,0.9993320996669519
0.8852880540075755,0.6915809645090842,0.007835997041938192,0.2784146217994386,0.9996037679423071
0.984989019071416,0.7718773278941438,0.008896675092749521,0.3107400945798971,0.9995094952925501
0.9610488380481866,0.6999510305189668,0.007744874516764921,0.2817842182489764,0.999533048991317
0.9891250195628567,0.7673831182997687,0.009519986365797477,0.30893082895704477,0.9995053673540287
0.9577837913332836,0.8397234623795008,0.012063291713260425,0.3380533909872137,0.9995362164203723
1.0436485708194345,0.7797623219436232,0.009229285695171702,0.3139144121924921,0.999449333106213
1.0093045578460256,0.7208303354225609,0.00794400107728664,0.2901897471407321,0.9994849790793524
1.0414109236206905,0.724350152866706,0.007960243798302383,0.29160674485004634,0.9994516919026739
1.1505886450330818,0.9175207431532199,0.010915993946017333,0.3693727904721531,0.9993307003939014
1.2028420469540706,1.076431265806229,0.015252530464522485,0.4333465192687436,0.99926852817248
1.0432035684218735,0.7415678708254244,0.00823187026619997,0.29853820288566296,0.9994498026049536
1.3648724575179667,0.8983833710108474,0.00938323023860392,0.3616685237258353,0.9990581873011025
2.909405121588704,2.8736164431411093,0.038378322389264245,1.1568520191727614,0.9957205416891413
0.7567349519526985,0.5838186535349654,0.006353633017005421,0.23503198897149485,0.9997104870537078
1.1030182765374887,0.8547961241948243,0.010682389499849934,0.3441212986570018,0.9993848998696023
1.0697834012592158,0.8255654862422666,0.010394578444535587,0.3323537147757789,0.9994214084161291
1.0227080947549574,0.8724436841635956,0.01076047491665123,0.3512258012192956,0.9994712093239956
1.1662626108417316,0.8006983460825281,0.008666177141814875,0.3223427749464536,0.9993123410376314
1.0264546159543213,0.7402091179819892,0.008088967503396504,0.29799120017963493,0.999467327954033
