0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
158.8875000830762,159.72148598139515,159.3192140103179,160.6123164426841,159.5124953222118,159.10001274132807,159.00971017434492,159.07138561252293,160.6412479993154,159.5521759387791,158.83098070954242,159.81138916075471,159.1372611784645,158.43515652808446,159.81744736986582,160.05451734048205,159.32825770679986,158.83828257529518,158.8888929805002,158.0555327366361
140.87682006153793,141.7560912929927,141.5076077872389,142.79309201664697,141.83550421436138,141.59741468878366,141.04865585397886,141.2729370143613,143.3459069198004,141.48098992175113,141.22840918593215,141.8080886352625,141.38767278545347,140.74269859754804,141.4442786972089,142.0241768973379,141.91469090236427,141.14209616679491,141.03911736239613,139.88088295956453
125.32040643179263,126.10752178016172,125.27056639777724,127.0039416668335,125.16100330009542,124.80151326896662,124.9979386287449,125.03350537489648,127.00243082851908,125.70915949746852,125.92774269819363,126.14146640330907,125.75907148702835,124.48869042995717,125.85462429386621,126.5344014851038,125.1740048016795,126.1549044536188,125.72622969959258,124.53944623364964
113.64751887477905,114.2797916439279,115.06236298447466,115.82778180584245,114.88974688305932,114.52763724036956,113.89216500745272,114.91652911749703,115.8292756233013,114.47354787216072,114.58009002076913,114.515487144026,114.44203907017057,113.1615139762071,114.54565446839449,115.17739243300014,114.23838282338392,114.86917753857738,114.50404844195752,112.77547998317247
107.4998496246013,108.90481105155746,108.23664994103058,109.40951804847137,108.75068629263764,108.10397162005084,108.0419367937114,108.13386485750716,110.09279301238196,107.90017891728992,108.17808592292967,108.39736250203256,107.74075170616183,107.3148634522156,108.35846178491293,108.79605656517865,109.35127350176099,108.46495178053043,108.07813033381237,106.63378268833564
108.51989568271173,109.3879819428811,109.17306828417281,110.30839166411093,109.85696051450543,109.25167518683045,109.33926148498891,109.09692395663919,110.75894552397678,109.26557556082996,109.25176922487394,110.0521537032149,108.61202160301687,107.60685568146182,109.23799628869439,109.57653139864219,109.5148879387948,109.9002617843244,108.63311011724157,107.23618046778742
108.52566759354418,108.86648109869735,108.49268972902804,110.46139556894808,109.57966144204788,108.21811766461268,108.44337618344468,108.79919513768067,110.51043379847336,109.17176158164533,109.06748676149437,109.94534879268792,108.535731864481,107.87357772561259,108.8627188546243,110.20738663117525,109.16212650993299,108.46449421630264,108.80285574343006,107.89995266620086
108.63888803128214,109.06883512829722,108.83978877355811,110.43619750663055,109.5204985573623,108.309011830665,108.55953968032965,108.48225402153675,109.51911039180587,108.69133414766874,108.78710805845412,109.71198661856025,108.05105807254746,107.6870038902281,109.15671348368353,109.11691534945565,109.07367630503362,109.33715295958875,108.55642765880266,107.7924251101338
110.56145891551688,111.37667997048209,110.4483854052571,111.73650893818711,111.73397530741407,110.18466158988178,110.4070263495522,110.05567358935875,111.66201099906985,110.02104366773641,110.60578640213996,110.99934400255164,109.90308541906921,109.73604561014473,111.05636050993186,111.7155828964553,110.62760604644654,110.42952422491634,110.67932210183201,108.86737519778613
104.77339893922131,104.97306021740152,105.09611045112841,105.86741363951282,104.96106401471866,104.69057908556483,104.68060227114897,104.98338277589455,106.38458178251742,105.30043153014718,105.10312685045618,105.46479902097244,104.57873762351862,104.26658379486108,105.45035289310552,105.56750156917526,104.79639059776648,104.76931925238277,105.04642001338225,103.33807808211401
97.86109842189504,98.23797164028873,98.84793025252398,99.67086861985264,99.20865080385538,97.8767475269547,98.32789529926433,98.79381275560277,99.73852123089621,98.83228407794539,99.12829035167033,98.61394261016912,98.53189314639593,97.83394369557094,98.93268411442294,99.23003360820435,99.11339142379711,98.50920590953514,98.35816186036142,97.46867376725018
91.43187425183612,91.08239826637515,91.4553912801877,92.30059469715412,92.3919411468505,91.1395479428719,91.2349745312391,91.73617736893556,93.1177995733032,91.9488452457859,91.80317843981037,91.42490571454596,91.45695648373643,91.21329114089586,91.48025264716556,91.96520134628413,92.11842442307159,91.72654220397546,91.82685548295748,90.19126030672116
82.58319024118957,83.08752651652841,83.5097988217075,84.37236105151494,83.84794833067293,82.75262359369756,82.8238350713574,83.24148314903965,84.92511777655986,83.26106638875324,83.5049090726219,83.71543760227036,82.68826210052246,82.6127597713361,82.91627459593084,83.5658163489758,83.59261918775077,83.0221757437559,83.49569745894077,82.08005948411429
77.317649774607,78.74718861614815,78.20585220771079,78.95137146235284,78.49535687197036,77.98589092222542,77.70584318354678,78.02315202026354,79.43490464876612,78.11361433087583,78.49484945560796,77.99622100169483,77.782224340816,77.42709261399852,78.45142266390367,78.71633749630512,78.71370940290952,77.49062288092033,77.89702774371676,76.45954452149442
74.8104814604896,74.81381496607021,74.13055457160678,75.6153464458867,74.95516531547341,74.28190395484359,73.69335459924575,74.44982246056786,76.21932909808389,74.12520182458368,74.0610823198345,75.27974834185424,74.4955151320854,73.76992923241926,74.87908412265033,75.51980081928461,74.95186366601347,74.29751291553195,74.03897860296723,73.31405855314709
77.79588596027617,78.0155471774176,78.6029676210945,79.42353393401694,79.14165325180497,77.93520300654775,78.37274196565177,77.88964705380602,79.72177187936929,78.43325548947294,78.3692255149453,79.2820240472833,78.41392272513724,77.4322212039093,77.73860243388599,79.22533357751362,78.82829726197828,78.10662219450944,78.00599835504734,76.68132725844494
85.0804698625713,85.63193330863281,85.1889893781777,86.5675820363695,85.87514427481864,84.79728160268009,85.42906172350996,85.11973443241962,86.49500504857228,85.54585342997945,85.49945991374642,85.67628103883793,84.86121710752238,85.0623520218551,85.31125605156755,86.23634465481804,85.36932500292995,85.60469119939026,84.85093682200213,83.47349247445933
94.21406873638796,94.07023132367507,95.1984339916589,95.60199457950455,94.6016541135441,93.84264317584001,93.80246018995194,94.49366635871645,95.76891935459551,94.27503490029709,94.04516235576405,95.21433087508534,93.83463909383208,93.57344307811128,94.75755319031227,94.72285227467617,94.60141366135824,94.38968596575897,94.13025976550254,92.99260585626175
102.39361333803004,102.97715538635009,102.66398321037136,103.97628603868273,103.3089174693769,101.99004688682555,102.5074202800318,102.76836203670682,104.1515309663187,103.62061033494874,103.41412512296363,103.26338997861386,103.17680948822921,101.79674422117075,102.9945867003241,103.53124214116029,103.48138668377658,102.51467250275756,102.41424253402371,102.04831249035172
110.60529756155114,111.01156857771971,110.44540076004441,111.88703220713535,111.41084570178248,109.6068956834559,110.32733407944536,110.30069868195898,111.84806669484624,111.10402511810793,111.4153965482979,111.61871075477836,110.34529421221656,110.05621890834375,110.9253144444343,111.21625214009133,111.03838870522982,110.75775810427928,110.83760588015426,109.7091736296993
117.26271189954444,117.81467244786907,117.37623273703029,118.71694956581383,118.70341568167701,117.22259287845056,116.87633975242514,117.51848556343414,119.48767422915428,117.89857489996514,117.29963840705568,117.8175121566437,116.6969909746209,116.39966822337679,117.72506320384514,117.5980005924799,117.49086620265518,116.92436604628472,117.18088087559471,115.42297977185959
115.04874645297846,115.8595776419736,114.87939055058241,117.10541877729176,116.15707181208515,114.4763680620764,114.4689262991774,115.27967933456763,117.05287392937002,115.63082528031237,115.7193523210302,115.89338097648336,114.96719917224374,115.21987913204839,115.56673878354646,115.78831968671658,116.03115957175812,115.06443797661147,115.04096212234896,113.97392942072595
115.24975211789787,115.65448322454482,115.31402556090053,116.45604407537202,116.04102106609068,115.0721981328647,114.87038423919488,115.38031777038431,117.49324818174365,115.88533586630261,115.96156763930986,116.23799041226921,115.50574887875815,115.23031758618737,115.84323789072512,116.27833133827778,116.0255212305584,115.52146284143119,115.63968712653332,114.3010237480892
109.27810310645327,110.5779590070427,109.6740695894056,111.61567312348751,110.64464010500774,109.30883870242415,108.97899133554841,109.11888019477216,111.57330022161149,109.88118608335192,110.1832105776599,110.77308118839674,110.4355494413806,109.22486145595566,109.93162754418599,110.1946586942721,110.16540984269845,110.18813075354882,109.59963764273921,108.21841663066141
107.60616856065904,108.2703948348977,108.27337757754674,108.96691149831891,108.0190078160065,107.4342917121415,107.1720263649071,107.1710622782276,109.50142593978221,108.37152789802032,108.14564924450298,108.8614244759253,107.44656918827057,107.30716436877614,108.35601887334904,108.61940032145027,108.2134338612218,108.09596788627096,107.3741999379282,106.40734895432298
105.97991312806072,106.71378762590516,106.42689377215467,107.435219840347,107.10134799432996,106.02958280050039,105.7173546956291,106.46574008030952,107.79616656738067,106.5046530426491,106.85298367164631,107.01410313987557,105.70676408113592,105.86355581422434,106.72977786649511,106.53515309953846,106.85353073742064,106.5696854311772,106.06916151141644,104.97559975138644
101.8834424808303,102.68469520011566,102.24576363791286,104.08423738609503,102.93641884491262,102.09494645866891,101.98600478597643,102.5477386675836,104.06189040681693,102.97779741830999,102.68827757803115,103.0981187984427,102.04109812999378,102.04310029123772,102.81260626482917,103.71334339114804,102.53455920057218,102.59276137874079,102.45428760655045,100.95055332966142
103.21895820388924,104.83006407354323,103.95991689171082,105.67884837188498,104.70372599270002,104.06992329972988,103.17666553044454,103.90206522438324,105.00995507763567,104.61279203973734,103.88498303632802,104.71408441689856,103.72451203828741,102.82674844533155,103.69457998696875,104.8076109370343,104.07242756446506,104.05245074927215,103.36344295413856,102.47733110230074
100.62889255231092,102.23067355547711,100.48378288694734,102.84730684910664,102.02293632546774,101.09674676718264,101.0859892753981,101.11454098988375,101.91584951910365,102.00290642472423,101.52676165452324,101.62251871000711,100.74203286494418,99.9843461256693,101.14143598182146,102.245826579062,101.2552122196873,101.29569021792315,101.07324941930185,99.73236653020855
99.76175958956094,100.82481526712952,99.55360271834206,101.59427283448221,100.77356798263052,100.06068489551303,99.450413035852,99.90069836840064,101.3318040075262,100.412402776223,100.62753702505987,100.68758882298161,99.79707815970713,99.2424911473574,100.351469264568,101.17287268188798,99.97743187324808,100.45379405468091,99.78315358013427,98.33168820622048
99.39962657219215,100.66568671297483,99.69484298854167,100.9524992527817,100.84736673657511,99.67967971049087,98.99539945279061,99.71802689566809,100.95121289263977,100.44505103025432,100.02235914785342,99.89825613036868,99.64455795214997,98.94660455497225,99.79068781275288,100.5245636682029,100.14244000074271,99.33575378146759,99.67739090481146,98.7339606714698
99.32159328528293,100.32181046814759,100.02245326958409,100.89736479744327,100.16595395639108,99.68301735682864,99.21282184885388,99.32455430768661,101.03863537943168,99.62385884227638,99.9913003009308,101.0169116396761,99.23376974092139,98.39386162917214,99.67603525634051,100.49792607923986,100.3461313733028,99.25197577156453,99.54550083246616,98.53136709006044
98.28834483792356,99.2050938326992,98.63078354940703,99.53545972022076,99.17072106449272,98.29668995801387,98.3536232987618,98.60385106852789,100.26574653565186,98.50128734483513,98.97835899345135,99.518581856815,98.56552476284824,97.98952829898039,98.70754376338779,99.11897140395797,99.18280925704853,98.80085215577677,98.65103767905565,97.15644392867839
98.82642496433739,100.01459178889614,99.46166560150142,99.97875983118658,99.8668228365067,98.65616182282504,98.81221768249964,98.81065413984116,101.093980825351,99.04977660420708,99.56458233375957,99.54137519333382,99.09462718827841,98.49798475111585,99.23771641745871,99.22123862736682,99.50521265604705,99.58532843812552,99.12236822305898,97.43339498598516
98.06962298766219,98.93886411732947,98.54584137113554,99.46113542407858,99.13075002865955,98.46226267182413,98.33945483030418,98.53885347785244,100.17806475483623,98.60177829740967,98.65998359330324,99.31802119978039,98.53005236007898,97.66943728828295,98.48330823184601,99.30349058328007,98.73762978551622,98.72988442668982,98.5158251660523,96.97432647655343
