run,time_sec
0,122.0939519405365
1,126.15579080581665
2,146.69389367103577
3,116.98713946342468
4,139.10646963119507
5,141.8564350605011
6,184.9950976371765
7,144.21565675735474
8,115.4501097202301
9,124.16431903839111
10,109.1785798072815
11,102.96799564361572
12,101.113454580307
13,105.59705090522766
14,103.41127610206604
15,104.72890973091125
16,106.39215326309204
17,104.02982592582703
18,105.91445517539978
19,99.33597111701965
