run,time_sec
0,254.66512608528137
1,253.59563517570496
2,252.96861243247986
3,251.26294708251953
4,255.05392718315125
5,254.92338728904724
6,253.8288278579712
7,252.42658114433289
8,259.2796986103058
9,256.8919446468353
10,250.05639123916626
11,251.7080419063568
12,256.9956238269806
13,257.7541551589966
14,255.1907217502594
15,258.5560324192047
16,257.4889106750488
17,255.98167204856873
18,255.43146514892578
19,257.10931038856506
