run,time_sec
0,80.87163019180298
1,77.4130277633667
2,75.14715337753296
3,78.98355674743652
4,77.63905215263367
5,79.60391068458557
6,83.56757116317749
7,79.81233882904053
8,80.41631960868835
9,77.39810729026794
10,82.72402667999268
11,86.57666420936584
12,79.61295890808105
13,81.83177924156189
14,83.02412962913513
15,150.62072682380676
16,241.15269470214844
17,209.33673620224
18,220.67182111740112
19,146.4120020866394
