run,time_sec
0,3.055272102355957
1,3.007627010345459
2,3.0098819732666016
3,3.0204756259918213
4,3.1007347106933594
5,3.0518901348114014
6,2.992595911026001
7,3.1726460456848145
8,3.0279428958892822
9,3.134758949279785
10,3.0074081420898438
11,3.0133795738220215
12,3.006286382675171
13,3.0054988861083984
14,3.081369400024414
15,3.03426456451416
16,2.994378089904785
17,2.985957145690918
18,3.046384572982788
19,3.0380868911743164
