run,time_sec
0,61.78764843940735
1,67.75696659088135
2,62.1831841468811
3,61.19454789161682
4,61.08948040008545
5,61.055033445358276
6,63.83594870567322
7,62.82035970687866
8,64.21603083610535
9,57.122145652770996
10,58.263920545578
11,62.997525215148926
12,60.73643231391907
13,62.92917847633362
14,62.07161283493042
15,62.959335803985596
16,61.9015679359436
17,61.50279664993286
18,62.20019221305847
19,60.92668342590332
