run,time_sec
0,283.80571007728577
1,287.08459544181824
2,286.55620288848877
3,288.5643332004547
4,289.38650012016296
5,286.70780301094055
6,286.71822476387024
7,288.9097182750702
8,287.54216980934143
9,288.69078159332275
10,288.5435588359833
11,286.3677179813385
12,284.3499548435211
13,286.65132427215576
14,285.8644666671753
15,287.02923130989075
16,287.2715358734131
17,291.0330514907837
18,288.2535927295685
19,287.8621995449066
