run,time_sec
0,289.3494656085968
1,202.17571997642517
2,157.4120454788208
3,104.01136493682861
4,103.02574586868286
5,101.08371686935425
6,99.4121572971344
7,101.67870140075684
8,102.22124075889587
9,99.69435119628906
10,103.60341715812683
11,102.70992732048035
12,100.94194102287292
13,100.60584473609924
14,102.62898445129395
15,101.26640391349792
16,102.33076000213623
17,105.49524068832397
18,99.91592741012573
19,99.706467628479
