0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
46.619896,47.663387,46.901676,47.95457,47.54484,48.774933,48.16787,46.239395,47.59257,48.09707,48.862774,48.174557,46.877655,46.416565,46.714622,47.774445,46.96246,47.79196,48.211227,47.02553
45.27242,46.348373,45.627674,46.561813,46.0427,47.387447,46.719803,44.960304,46.23143,46.904408,47.40062,47.057285,45.422703,45.24048,45.48216,46.52338,45.48997,46.385777,46.879112,45.68605
45.207993,46.210735,45.462536,46.434635,45.828068,47.272694,46.643764,44.548267,46.12689,46.756615,47.088825,46.779865,45.541264,44.919388,45.17872,46.379177,45.235554,46.37059,46.76671,45.417927
46.662132,47.486374,46.671368,47.75928,47.32826,48.679558,48.083145,45.898132,47.66147,48.145123,48.541935,47.98421,47.15424,46.102837,46.536854,47.702484,46.581165,47.838978,48.032803,46.826027
49.43829,50.345203,49.307796,50.58559,50.06232,51.37259,50.715942,48.860607,50.49482,50.705658,51.487816,50.84417,49.75277,48.98636,49.359947,50.43898,49.559998,50.5865,50.844273,49.738728
52.899933,53.802246,52.880535,54.123074,53.41289,54.740673,54.016323,52.434616,53.87276,54.058224,54.954533,54.31359,53.02951,52.614384,52.815475,54.081596,53.22122,54.02432,54.353813,53.263527
56.36164,57.182034,56.470264,57.57038,56.92021,58.06893,57.491123,55.925198,57.237934,57.4237,58.34819,57.841496,56.35649,56.129322,56.21763,57.556744,56.65521,57.370644,57.747746,56.798027
58.910854,59.929802,59.156315,60.30607,59.88019,60.774967,60.471283,58.64464,59.906982,60.220192,61.07014,60.60567,59.112476,58.830807,58.911213,60.130665,59.240177,60.03609,60.37717,59.52516
60.15928,61.366547,60.62604,61.668407,61.306725,62.25384,61.884228,59.961037,61.468796,61.712204,62.546314,62.01059,60.679592,60.088722,60.355694,61.548855,60.53786,61.48439,61.728573,60.905952
59.854355,61.31815,60.516605,61.605576,60.948814,62.37768,61.640213,59.815544,61.546497,61.58501,62.375233,61.931206,60.68835,60.103127,60.31361,61.484913,60.669575,61.55237,61.746532,60.71194
58.10657,59.621532,58.986805,60.146862,59.356358,60.76849,60.03317,58.312984,59.760147,59.967033,60.724472,60.427586,59.01199,58.458748,58.846268,60.1058,59.042213,60.043938,60.3244,59.221542
55.335735,57.106766,56.353138,57.487408,56.97069,58.3246,57.525925,55.891037,57.178253,57.540516,58.171066,57.922012,56.50339,55.860783,56.25167,57.69484,56.50409,57.43741,57.747334,56.815426
52.057285,54.084404,53.212284,54.251945,53.93089,55.29141,54.507324,52.67577,54.02194,54.478466,54.962933,54.771885,53.36625,52.704517,53.156525,54.422745,53.3791,54.320705,54.588516,53.69926
48.493988,50.61349,49.75545,50.7872,50.529854,51.840137,51.122387,49.206955,50.50522,51.008102,51.538406,51.257954,49.88177,49.27754,49.703167,50.841328,49.880997,50.786396,51.10148,50.248486
44.952087,47.127743,46.418407,47.49841,46.991177,48.29485,47.66888,45.794476,47.0291,47.37603,48.14493,47.727592,46.345562,45.95067,46.292557,47.420967,46.411205,47.257465,47.62602,46.87417
