RMSE,MAE,SMAPE,MASE,R2
1.571895528791886,0.8063598373909436,0.01048282128002671,0.33124821528772147,0.9930098679165176
1.567492056427833,0.7292443543861832,0.00957566571319861,0.2995695962247622,0.9930489770538572
1.6362433418830211,0.8269436085560078,0.010871625882908425,0.33970391601356587,0.9924258516066147
1.6408393741663052,0.8150009290737901,0.01078589955294102,0.3347979285365136,0.9923832419044144
1.6259742261079069,0.7782202152339249,0.01034686042973546,0.319688612259199,0.992520624468917
1.6096964361337658,0.844130762853373,0.011054788506926858,0.3467643050891154,0.9926696284173071
1.6093032047249989,0.7751864676998768,0.01040300247821121,0.31844236534846676,0.9926732094406526
1.6563874161762893,0.802132744749229,0.010692385510323997,0.32951174872714184,0.9922382103337993
1.709620376804824,0.8537222464507657,0.011395904355718202,0.35070443414350605,0.9917312969442468
1.7099509865103097,0.91523766526576,0.012130652492353747,0.3759746320753313,0.9917280985993457
1.6109307102903767,0.7677643213988614,0.010368668795324823,0.3153933882022703,0.992658382623668
1.5641307565442737,0.738076583901042,0.009638101257689966,0.30319782785057675,0.9930787563709012
1.6059850988134015,0.7843020690877169,0.010438991608114762,0.32218700459137145,0.9927033914528192
1.5984688981181527,0.7759816443872993,0.01021966954281937,0.3187690195868517,0.9927715296179024
1.6208906417586322,0.7731804746923743,0.010106185059232007,0.31761831438163685,0.992567319672464
1.723565798074625,0.8741588364128673,0.01173062127490189,0.35909967363536466,0.9915958506841063
1.6563819989305206,0.7977139007833963,0.01069837828010833,0.32769651177033476,0.9922382611038705
1.6649593008506078,0.8472037251567098,0.011692493926141955,0.34802666121280373,0.9921576671934653
1.6252451410430608,0.8064668634692441,0.01099745877515406,0.33129218101590185,0.9925273304527196
1.6440212422185596,0.8205695331629396,0.010807459053607766,0.3370854806697436,0.9923536728703755
