0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
50.53058,49.86282,49.967045,50.477467,52.302742,49.2427,50.75782,51.152657,50.532204,49.89556,50.607082,52.33358,50.40892,50.832146,51.426434,49.89729,51.178757,49.711792,50.278816,50.78416
50.238686,49.373287,49.62517,50.031994,51.712894,48.79317,50.1602,50.629356,49.980175,49.46721,50.08659,51.724487,49.95119,50.49537,51.007427,49.35166,50.60096,49.153416,49.897186,50.40724
50.001186,49.066666,49.27628,49.50886,51.22429,48.533745,49.701046,50.192146,49.561367,48.94469,49.641155,51.285553,49.60276,50.190285,50.639416,48.878902,50.05181,48.95094,49.53417,50.093197
49.823044,48.88972,48.998486,49.199753,50.908554,48.415787,49.284534,49.776142,49.251194,48.445915,49.258175,50.897804,49.319546,49.933937,50.238174,48.5205,49.60259,48.89048,49.209496,49.89201
49.607815,48.626045,48.693554,48.971344,50.434177,48.18962,48.70526,49.35032,48.861515,47.93059,48.770084,50.415775,48.96727,49.685577,49.763485,48.135128,49.1474,48.66639,48.832253,49.6038
49.235905,48.24438,48.335495,48.457138,49.638386,47.777344,47.955353,48.89624,48.34247,47.38448,48.243694,49.86942,48.52001,49.25007,49.277596,47.64615,48.522717,48.27856,48.402412,49.164585
48.796524,47.913177,47.95762,48.05513,48.805954,47.38337,47.34614,48.445316,47.80527,46.897987,47.778152,49.383385,48.01037,48.637802,48.878925,47.096134,47.795017,47.805325,48.034122,48.583836
48.434547,47.74426,47.631184,47.74049,48.2434,47.19437,47.003586,48.05422,47.404068,46.60862,47.471535,48.97536,47.684223,48.214664,48.563797,46.71314,47.18498,47.417202,47.800674,47.93484
48.43465,47.864307,47.576298,47.719265,48.146057,47.279125,47.08735,48.055042,47.380688,46.61681,47.5376,48.96641,47.77517,48.19428,48.489384,46.8553,47.080666,47.458206,47.747967,47.677864
49.04436,48.47,48.11971,48.44056,48.71552,47.914707,47.799973,48.731792,48.01633,47.290714,48.18549,49.596996,48.537045,48.811832,49.025898,47.7079,47.75512,48.186375,48.232315,48.23056
50.320633,49.649933,49.40872,49.83208,49.993053,49.258137,49.17303,50.069424,49.39619,48.644726,49.500633,50.87813,50.03094,50.18131,50.342945,49.14359,49.13288,49.593815,49.463337,49.46523
52.1413,51.26324,51.281265,51.69696,51.755657,51.012096,51.028805,51.90884,51.317875,50.411964,51.326225,52.67499,51.982464,52.10177,52.21273,51.098515,51.024517,51.472874,51.22397,51.215874
54.142464,53.003506,53.466183,53.710766,53.722115,52.92568,53.135044,54.008385,53.43827,52.405285,53.383095,54.62122,54.104538,54.22897,54.253693,53.20916,53.07255,53.419155,53.182507,53.21039
55.918194,54.6058,55.421352,55.45339,55.527454,54.651722,55.062332,55.91578,55.34676,54.242092,55.27858,56.283096,56.000935,56.237534,56.11123,55.045723,54.82015,55.079044,55.01473,54.972725
57.06822,55.792976,56.65447,56.569458,56.75767,55.87298,56.29938,57.16556,56.585487,55.429413,56.504425,57.38547,57.235203,57.679398,57.353596,56.258526,55.80638,56.170944,56.257988,56.145317
57.377964,56.291443,57.027958,56.81977,57.16844,56.22615,56.69303,57.45958,56.91646,55.65539,56.836754,57.699165,57.483707,58.156998,57.70794,56.582684,55.940643,56.35941,56.629494,56.46289
56.783043,55.831528,56.46407,56.198154,56.58658,55.581154,56.148296,56.804653,56.258533,54.958626,56.30033,57.143,56.68084,57.58344,57.12832,55.876244,55.273525,55.54818,56.093666,55.852127
55.32451,54.505676,55.01,54.750153,55.12325,54.061317,54.718403,55.326153,54.670116,53.460888,54.886936,55.778763,55.026024,56.072735,55.673508,54.269897,53.779667,53.971584,54.73102,54.427273
53.234425,52.601513,52.95637,52.669388,53.082424,51.913956,52.68008,53.24692,52.464718,51.386944,52.843765,53.774094,52.808594,53.881847,53.596416,52.052017,51.722843,51.910717,52.775097,52.350216
50.951397,50.49109,50.659134,50.321472,50.82881,49.597572,50.4008,50.87892,50.081833,49.087994,50.67516,51.507164,50.399807,51.497135,51.33313,49.643326,49.49151,49.69199,50.557537,49.99354
48.92978,48.57592,48.51027,48.132126,48.70266,47.591167,48.304802,48.701576,47.861935,46.90708,48.74168,49.43928,48.22558,49.353424,49.237465,47.513733,47.517372,47.718872,48.385574,47.858982
47.462746,47.114162,46.889137,46.69808,47.157825,46.183754,46.82045,47.10161,46.28546,45.338768,47.344994,47.99565,46.674473,47.84539,47.701942,46.0026,46.195683,46.359108,46.723415,46.375942
46.831516,46.347088,46.215298,46.23086,46.55639,45.661488,46.21757,46.395885,45.682537,44.79143,46.748394,47.475567,46.070744,47.24235,47.021103,45.358345,45.720333,45.913216,45.969166,45.786034
47.18396,46.425198,46.61691,46.692574,46.881386,46.08646,46.446022,46.690247,46.067764,45.198402,47.02187,47.887527,46.38876,47.593285,47.277435,45.684856,46.15385,46.403824,46.237507,46.10464
48.386253,47.299385,47.90555,47.9158,47.933594,47.220345,47.385876,47.886906,47.329117,46.34763,48.05919,48.99883,47.52986,48.81773,48.32017,46.85879,47.306465,47.580006,47.436485,47.24454
50.060688,48.695366,49.606075,49.49954,49.42914,48.748425,48.769413,49.592525,49.08218,47.953194,49.556942,50.501633,49.23913,50.51206,49.839607,48.491535,48.81982,49.206223,49.13241,48.818142
51.69021,50.166626,51.149113,50.990025,50.941288,50.211754,50.16531,51.212833,50.716713,49.464806,50.999847,51.93924,50.901623,52.161568,51.357327,50.04642,50.23172,50.77982,50.74793,50.314007
52.787254,51.326683,52.183556,51.944706,51.99076,51.233467,51.17662,52.314304,51.791603,50.424923,51.9601,52.927395,51.984512,53.241165,52.43479,51.106693,51.121075,51.78847,51.88805,51.355278
53.118263,51.863224,52.49454,52.061436,52.296204,51.53034,51.539616,52.631924,52.071205,50.712044,52.208202,53.1786,52.28221,53.504242,52.82035,51.425114,51.248295,52.071114,52.304356,51.649204
52.75979,51.76246,52.087265,51.51661,51.952026,51.124207,51.29173,52.185184,51.620815,50.37778,51.80826,52.772533,51.846657,53.05924,52.54229,51.050774,50.749645,51.660458,52.0057,51.23479
