0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
50.54536,50.70469,50.58274,50.593395,50.616657,50.51487,50.42549,50.340378,50.50876,50.347607,50.433292,50.566826,50.402718,50.77434,50.342564,50.665154,50.48611,50.291542,50.491493,50.483448
50.80306,51.03069,50.984875,50.84307,50.830605,50.792156,50.824276,50.651253,50.791218,50.64987,50.805313,50.827446,50.681988,51.123287,50.608765,51.02672,50.83866,50.53675,50.822113,50.81907
51.202087,51.426666,51.40267,51.180126,51.1714,51.173077,51.317253,51.100883,51.237087,51.08172,51.29521,51.204926,51.02424,51.534363,50.936924,51.4716,51.266724,50.8893,51.220367,51.244404
51.431072,51.48647,51.51224,51.287266,51.3337,51.386192,51.511425,51.312717,51.420322,51.283993,51.46733,51.38958,51.187428,51.66027,51.087994,51.623085,51.45198,51.10446,51.360268,51.403473
51.100983,51.0533,50.973644,50.88973,51.01906,51.021698,51.074135,50.907383,51.023006,50.904995,50.99332,51.05863,50.84938,51.216892,50.79244,51.1757,51.026592,50.77417,50.89699,50.969845
50.28762,50.29763,50.089027,50.134274,50.235363,50.188194,50.149403,50.04022,50.166893,50.02239,50.08538,50.230087,50.092194,50.32364,50.029198,50.29295,50.15051,49.961094,50.04719,50.075768
49.300625,49.425255,49.15739,49.254642,49.303467,49.18847,49.180798,49.02308,49.185856,49.016884,49.125816,49.21392,49.204998,49.362198,49.03987,49.31998,49.17795,48.989758,49.114452,49.11027
48.704926,48.917095,48.689453,48.70445,48.736633,48.567574,48.664135,48.44024,48.609074,48.494255,48.600323,48.617947,48.66697,48.839924,48.394672,48.81463,48.650944,48.32637,48.57839,48.59882
48.83228,49.061874,48.905766,48.776344,48.86151,48.682,48.882454,48.612087,48.72064,48.70934,48.806225,48.795307,48.730495,49.04155,48.4813,49.04754,48.81268,48.374508,48.689293,48.81219
49.633698,49.717014,49.64635,49.516228,49.58638,49.520283,49.651337,49.418106,49.460285,49.530506,49.605244,49.581783,49.425076,49.80003,49.28929,49.835888,49.621735,49.144196,49.40823,49.610767
50.82109,50.87869,50.76825,50.71133,50.772804,50.80026,50.7637,50.637833,50.648067,50.743256,50.69006,50.73413,50.60828,50.90577,50.480392,50.990692,50.76728,50.38287,50.639206,50.76307
52.135357,52.266674,52.06863,52.092285,52.156807,52.20303,52.040592,51.99581,52.016285,52.02767,51.98871,52.090374,51.99357,52.149128,51.842182,52.290333,52.04113,51.806606,52.04264,52.091125
