run,time_sec
0,158.31761479377747
1,140.87063312530518
2,130.92105650901794
3,143.7861635684967
4,134.57676243782043
5,130.32688069343567
6,131.7705135345459
7,133.9551544189453
8,142.94044995307922
9,142.17472434043884
10,136.9406590461731
11,132.09589338302612
12,136.1167106628418
13,364.5440864562988
14,294.0909070968628
15,377.53532576560974
16,352.0689070224762
17,344.9370014667511
18,343.95156598091125
19,368.4437212944031
