RMSE,MAE,SMAPE,MASE,R2
6.996025495004845,4.758637795473428,0.02964607453906296,0.5956463140772514,0.9954777283950922
6.962759633146316,4.829208904406518,0.029622941613010958,0.6044798128058844,0.9955206326413917
7.167710041790959,4.90809606902181,0.030651094683872043,0.6143542455428751,0.9952530491837583
7.187884788882954,4.895934893360103,0.030593032686371334,0.6128320117085134,0.9952262893650486
7.159124744283396,4.902598041839344,0.030336159095507322,0.6136660486750556,0.9952644139230515
7.122506948402194,4.882020761419445,0.030642623414303356,0.6110903575292604,0.9953127335868304
6.896491165013242,4.816782095509292,0.029472315771144713,0.6029243292340067,0.9956054921594015
7.139993143310886,4.936503037463912,0.030516203785556886,0.6179099912780815,0.9952896902774647
7.094412878932138,4.845806581270015,0.030133988854968003,0.6065573706009726,0.995349637637819
7.325833247527556,5.023268755581195,0.03165044350684277,0.6287705951748493,0.9950412988722879
7.031806226654702,4.8185466520446125,0.029892040655396464,0.6031452016015663,0.99543135235748
7.174995153964551,4.929465323624376,0.030661835190155407,0.6170290693655044,0.9952433948748572
6.90088327947941,4.82336199313841,0.029404078305335174,0.6037479455583082,0.9955998929852439
7.241734141847159,4.962084397321384,0.031185311257047887,0.6211120510613837,0.9951544951871772
7.01301856388042,4.827148600894053,0.029835950623076115,0.6042219213155408,0.9954557328770934
7.29867679774161,5.023797802353829,0.031475147004359195,0.6288368168066772,0.995077993982264
6.847659572428879,4.723916088959168,0.029026147455005688,0.5913001424641557,0.9956675037217664
6.884729761965921,4.752910841502733,0.02930107153049325,0.5949294620767106,0.9956204683273989
7.210581424932843,4.943504745480975,0.03102312275008478,0.6187864062841943,0.9951960946037575
7.1525241699696345,4.939264728065726,0.030674075226912276,0.6182556765137086,0.9952731421348068
