run,time_sec
0,99.32131958007812
1,105.64636969566345
2,103.35254979133606
3,103.62129616737366
4,109.51393175125122
5,112.17398834228516
6,101.19921541213989
7,106.44032955169678
8,113.77299618721008
9,105.13874077796936
10,101.46089839935303
11,101.07826161384583
12,103.92069101333618
13,99.09837532043457
14,103.88297605514526
15,107.82619071006775
16,101.7529845237732
17,108.76448225975037
18,103.96224474906921
19,103.36303734779358
