run,time_sec
0,67.8873918056488
1,71.66313290596008
2,63.520461559295654
3,67.23917770385742
4,70.08186316490173
5,72.77905368804932
6,71.01573014259338
7,67.43239212036133
8,64.29172921180725
9,68.267737865448
10,70.26696944236755
11,63.82017397880554
12,67.56893372535706
13,63.09213447570801
14,63.06463599205017
15,71.49974822998047
16,70.23808407783508
17,61.39065980911255
18,62.819716453552246
19,66.15422654151917
