run,time_sec
0,97.2774429321289
1,69.03398609161377
2,136.98958325386047
3,150.8855299949646
4,85.75547099113464
5,70.44218516349792
6,82.00131583213806
7,100.79284000396729
8,91.30745029449463
9,77.70074844360352
10,77.35738897323608
11,78.68310976028442
12,84.04471826553345
13,77.22015070915222
14,77.48939609527588
15,90.77394533157349
16,76.66637539863586
17,66.75900292396545
18,69.20360684394836
19,87.84378576278687
